assessment_id,enrollment_id,assessment_type,assessment_score,assessment_date
842,516,Pre,68,2024-09-14
843,516,Post,72,2024-09-17
844,517,Pre,55,2025-10-08
845,517,Post,73,2025-10-24
846,518,Pre,80,2026-02-14
847,518,Post,88,2026-02-22
848,519,Pre,61,2024-08-22
849,520,Pre,45,2025-11-30
850,520,Post,58,2025-12-13
851,521,Pre,53,2026-01-16
852,521,Post,61,2026-01-20
853,522,Pre,64,2025-02-25
854,524,Pre,56,2026-07-29
855,524,Post,64,2026-08-09
856,525,Pre,61,2024-09-04
857,525,Post,78,2024-09-30
858,526,Pre,78,2024-10-09
859,526,Post,91,2024-10-25
860,527,Pre,49,2025-12-14
861,527,Post,49,2026-01-10
862,528,Pre,58,2025-12-04
863,528,Post,80,2025-12-19
864,529,Pre,70,2024-08-09
865,529,Post,90,2024-09-10
866,530,Pre,49,2026-04-28
867,530,Post,59,2026-05-22
868,531,Pre,52,2024-05-05
869,531,Post,61,2024-05-14
870,532,Pre,64,2024-04-14
871,532,Post,74,2024-05-12
872,533,Pre,64,2025-04-22
873,534,Pre,59,2024-02-19
874,534,Post,81,2024-03-06
875,535,Pre,60,2025-10-08
876,535,Post,66,2025-10-27
877,536,Pre,38,2025-10-21
878,536,Post,56,2025-11-03
879,537,Pre,58,2026-05-25
880,537,Post,63,2026-05-29
881,538,Pre,30,2026-02-07
882,538,Post,42,2026-03-03
883,540,Pre,38,2025-05-27
884,541,Pre,67,2026-06-03
885,541,Post,75,2026-06-06
886,542,Pre,85,2024-08-01
887,543,Pre,80,2024-04-19
888,543,Post,98,2024-05-08
889,544,Pre,40,2026-05-07
890,544,Post,44,2026-05-10
891,545,Pre,66,2024-12-07
892,545,Post,71,2025-01-04
893,546,Pre,53,2024-10-17
894,547,Pre,51,2026-01-12
895,548,Pre,50,2025-09-27
896,548,Post,55,2025-10-15
897,549,Pre,55,2024-12-20
898,549,Post,67,2024-12-26
899,550,Pre,53,2024-03-13
900,551,Pre,56,2026-03-01
901,551,Post,67,2026-03-09
902,552,Pre,60,2024-08-24
903,552,Post,78,2024-09-14
904,553,Pre,33,2025-08-23
905,553,Post,51,2025-09-10
906,554,Pre,54,2026-01-10
907,554,Post,84,2026-01-28
908,555,Pre,53,2024-05-31
909,555,Post,49,2024-06-19
910,556,Pre,45,2025-03-04
911,556,Post,56,2025-03-17
912,557,Pre,68,2026-02-02
913,558,Pre,68,2025-07-02
914,558,Post,80,2025-08-04
915,559,Pre,52,2025-10-07
916,559,Post,67,2025-11-06
917,560,Pre,50,2025-02-08
918,560,Post,75,2025-03-12
919,561,Pre,86,2025-12-11
920,561,Post,98,2026-01-11
921,562,Pre,59,2026-05-16
922,562,Post,66,2026-05-21
923,563,Pre,60,2024-02-26
924,563,Post,81,2024-03-15
925,564,Pre,61,2026-06-24
926,564,Post,70,2026-07-23
927,565,Pre,65,2025-12-02
928,565,Post,89,2025-12-16
929,567,Pre,57,2026-07-08
930,567,Post,73,2026-07-17
931,568,Pre,64,2025-07-17
932,568,Post,74,2025-08-08
933,569,Pre,47,2026-05-17
934,569,Post,51,2026-06-14
935,570,Pre,69,2024-05-26
936,570,Post,83,2024-06-16
937,572,Pre,75,2026-07-06
938,572,Post,86,2026-08-07
939,573,Pre,64,2026-03-09
940,573,Post,70,2026-03-21
941,574,Pre,67,2025-11-14
942,575,Pre,45,2024-05-19
943,575,Post,47,2024-05-27
944,576,Pre,55,2025-09-21
945,577,Pre,64,2025-01-14
946,577,Post,77,2025-02-15
947,578,Pre,58,2024-02-18
948,578,Post,73,2024-03-12
949,579,Pre,40,2026-04-02
950,579,Post,51,2026-04-25
951,581,Pre,46,2024-06-18
952,581,Post,64,2024-07-11
953,582,Pre,52,2025-10-02
954,582,Post,57,2025-10-25
955,583,Pre,66,2026-06-09
956,584,Pre,63,2025-10-19
957,584,Post,64,2025-11-12
958,585,Pre,64,2025-11-25
959,586,Pre,45,2026-06-29
960,586,Post,57,2026-07-08
961,587,Pre,62,2025-08-16
962,587,Post,70,2025-09-11
963,588,Pre,42,2025-08-01
964,588,Post,70,2025-08-07
965,589,Pre,63,2024-11-13
966,589,Post,60,2024-12-12
967,590,Pre,62,2024-06-28
968,591,Pre,50,2026-03-10
969,592,Pre,67,2024-05-24
970,594,Pre,71,2025-12-17
971,594,Post,80,2026-01-07
972,595,Pre,64,2025-10-17
973,595,Post,78,2025-11-16
974,596,Pre,63,2024-02-01
975,596,Post,72,2024-02-08
976,598,Pre,59,2025-09-13
977,598,Post,74,2025-10-11
978,599,Pre,48,2025-01-05
979,599,Post,59,2025-01-26
980,600,Pre,44,2025-07-28
981,601,Pre,72,2024-10-18
982,602,Pre,74,2025-02-21
983,603,Pre,60,2026-07-12
984,603,Post,67,2026-08-03
985,606,Pre,41,2025-03-20
986,606,Post,68,2025-03-28
987,607,Pre,57,2025-08-09
988,607,Post,76,2025-08-25
989,608,Pre,43,2026-04-29
990,608,Post,61,2026-05-24
991,609,Pre,54,2024-04-10
992,609,Post,67,2024-05-08
993,612,Pre,73,2026-03-06
994,612,Post,85,2026-03-28
995,613,Pre,69,2026-03-26
996,614,Pre,62,2025-10-03
997,615,Pre,31,2024-06-17
998,615,Post,46,2024-06-30
999,616,Pre,49,2026-05-22
1000,616,Post,49,2026-06-16
1001,617,Pre,43,2025-02-02
1002,617,Post,49,2025-02-05
1003,618,Pre,74,2026-02-20
1004,618,Post,78,2026-03-03
1005,619,Pre,37,2024-07-16
1006,620,Pre,65,2026-04-23
1007,621,Pre,57,2025-01-19
1008,621,Post,62,2025-02-09
1009,622,Pre,45,2024-10-27
1010,622,Post,63,2024-11-03
1011,623,Pre,68,2024-02-25
1012,623,Post,73,2024-03-26
1013,624,Pre,50,2025-06-18
1014,624,Post,57,2025-07-12
1015,625,Pre,61,2025-02-25
1016,625,Post,67,2025-03-03
1017,626,Pre,69,2025-10-14
1018,626,Post,86,2025-10-20
1019,627,Pre,60,2025-03-29
1020,627,Post,83,2025-04-14
1021,629,Pre,71,2026-06-02
1022,629,Post,75,2026-06-11
1023,630,Pre,78,2024-01-20
1024,630,Post,98,2024-01-28
1025,631,Pre,66,2026-01-12
1026,631,Post,74,2026-01-29
1027,633,Pre,61,2025-09-08
1028,633,Post,75,2025-10-08
1029,634,Pre,72,2025-06-20
1030,634,Post,81,2025-07-04
1031,635,Pre,66,2024-07-22
1032,635,Post,76,2024-07-31
1033,636,Pre,56,2026-08-11
1034,636,Post,62,2026-09-04
1035,637,Pre,53,2024-12-19
1036,640,Pre,43,2024-04-14
1037,640,Post,63,2024-04-25
1038,641,Pre,72,2024-08-12
1039,642,Pre,68,2025-11-16
1040,642,Post,72,2025-12-07
1041,643,Pre,67,2024-12-19
1042,643,Post,86,2024-12-28
1043,644,Pre,57,2026-07-01
1044,644,Post,68,2026-07-15
1045,645,Pre,72,2024-02-20
1046,646,Pre,57,2024-11-26
1047,646,Post,60,2024-12-10
1048,647,Pre,49,2026-04-17
1049,647,Post,54,2026-04-29
1050,648,Pre,34,2024-08-30
1051,648,Post,48,2024-09-23
1052,649,Pre,58,2025-02-11
1053,649,Post,72,2025-02-19
1054,650,Pre,44,2025-04-19
1055,651,Pre,63,2024-06-23
1056,652,Pre,63,2024-06-14
1057,652,Post,68,2024-07-05
1058,653,Pre,80,2025-07-03
1059,654,Pre,67,2024-09-24
1060,654,Post,77,2024-10-12
1061,655,Pre,55,2024-12-14
1062,656,Pre,63,2025-12-04
1063,656,Post,76,2025-12-17
1064,657,Pre,58,2026-04-26
1065,657,Post,67,2026-05-17
1066,658,Pre,54,2026-05-18
1067,658,Post,64,2026-06-06
1068,659,Pre,60,2025-02-22
1069,659,Post,71,2025-03-04
1070,660,Pre,61,2026-01-26
1071,660,Post,70,2026-02-27
1072,661,Pre,42,2026-01-06
1073,661,Post,43,2026-01-22
1074,662,Pre,40,2024-05-01
1075,662,Post,44,2024-05-25
1076,663,Pre,77,2025-05-23
1077,663,Post,94,2025-06-09
1078,664,Pre,67,2024-05-30
1079,665,Pre,76,2024-01-03
1080,665,Post,98,2024-01-13
1081,666,Pre,47,2024-06-24
1082,666,Post,54,2024-07-19
1083,667,Pre,52,2024-06-12
1084,667,Post,57,2024-06-29
1085,668,Pre,59,2025-01-09
1086,668,Post,57,2025-01-21
1087,669,Pre,37,2024-04-17
1088,669,Post,43,2024-05-02
1089,670,Pre,88,2024-03-15
1090,670,Post,100,2024-04-14
1091,671,Pre,54,2025-08-07
1092,671,Post,75,2025-09-06
1093,672,Pre,56,2026-02-12
1094,672,Post,53,2026-02-15
1095,673,Pre,60,2026-03-02
1096,673,Post,64,2026-03-13
1097,674,Pre,59,2025-07-08
1098,674,Post,75,2025-07-30
1099,675,Pre,74,2024-06-11
1100,675,Post,88,2024-06-18
1101,678,Pre,44,2025-09-04
1102,678,Post,53,2025-09-14
1103,679,Pre,75,2025-10-25
1104,679,Post,82,2025-11-15
1105,680,Pre,73,2025-09-16
1106,680,Post,79,2025-10-11
1107,681,Pre,58,2024-10-17
1108,681,Post,73,2024-11-11
1109,682,Pre,68,2026-04-09
1110,683,Pre,64,2025-03-27
1111,683,Post,69,2025-04-07
1112,684,Pre,56,2025-02-15
1113,684,Post,63,2025-03-04
1114,685,Pre,59,2025-11-03
1115,685,Post,69,2025-11-27
1116,686,Pre,53,2026-03-09
1117,686,Post,72,2026-04-02
1118,688,Pre,58,2025-05-19
1119,688,Post,66,2025-05-28
1120,689,Pre,81,2026-07-26
1121,689,Post,87,2026-08-15
1122,690,Pre,56,2026-05-07
1123,691,Pre,67,2024-07-19
1124,691,Post,73,2024-08-15
1125,692,Pre,50,2025-06-28
1126,692,Post,66,2025-07-20
1127,693,Pre,59,2024-07-09
1128,693,Post,74,2024-08-08
1129,694,Pre,77,2025-12-13
1130,694,Post,91,2025-12-19
1131,695,Pre,72,2025-01-04
1132,696,Pre,69,2025-09-26
1133,696,Post,73,2025-10-14
1134,697,Pre,71,2025-11-20
1135,697,Post,75,2025-12-04
1136,698,Pre,56,2026-03-08
1137,699,Pre,57,2024-09-14
1138,699,Post,57,2024-10-04
1139,700,Pre,50,2025-02-07
1140,700,Post,54,2025-02-23
1141,701,Pre,63,2024-10-28
1142,701,Post,76,2024-11-11
1143,702,Pre,50,2025-11-30
1144,702,Post,55,2025-12-20
1145,703,Pre,58,2025-02-04
1146,704,Pre,72,2024-07-18
1147,704,Post,75,2024-08-07
1148,705,Pre,50,2025-02-18
1149,705,Post,70,2025-03-02
1150,706,Pre,62,2024-12-01
1151,706,Post,81,2024-12-31
1152,707,Pre,69,2026-08-12
1153,707,Post,80,2026-08-27
1154,708,Pre,51,2025-08-12
1155,708,Post,73,2025-09-11
1156,709,Pre,63,2024-08-15
1157,709,Post,64,2024-09-05
1158,710,Pre,60,2024-04-14
1159,710,Post,66,2024-05-06
1160,711,Pre,69,2025-02-04
1161,711,Post,75,2025-02-07
1162,712,Pre,30,2025-06-15
1163,712,Post,43,2025-07-02
1164,713,Pre,47,2024-11-28
1165,713,Post,55,2024-12-14
1166,714,Pre,76,2025-11-27
1167,714,Post,82,2025-12-09
1168,715,Pre,53,2024-11-09
1169,715,Post,75,2024-11-18
1170,716,Pre,70,2025-06-08
1171,717,Pre,54,2024-04-25
1172,718,Pre,56,2024-02-18
1173,718,Post,69,2024-03-15
1174,719,Pre,84,2024-10-02
1175,720,Pre,78,2024-08-03
1176,720,Post,80,2024-08-10
1177,721,Pre,60,2024-04-20
1178,721,Post,83,2024-05-06
1179,722,Pre,57,2026-01-16
1180,722,Post,76,2026-02-14
1181,723,Pre,56,2025-03-05
1182,723,Post,75,2025-03-29
1183,724,Pre,65,2025-03-12
1184,724,Post,80,2025-03-29
1185,725,Pre,54,2025-09-27
1186,725,Post,64,2025-10-07
1187,726,Pre,66,2026-04-01
1188,726,Post,80,2026-04-27
1189,727,Pre,57,2026-03-05
1190,727,Post,75,2026-03-29
1191,728,Pre,51,2024-05-04
1192,728,Post,57,2024-05-25
1193,729,Pre,61,2025-09-11
1194,730,Pre,42,2024-01-07
1195,730,Post,59,2024-01-18
1196,731,Pre,42,2025-06-23
1197,731,Post,59,2025-07-22
1198,732,Pre,74,2026-06-30
1199,732,Post,86,2026-07-15
1200,733,Pre,56,2026-04-08
1201,734,Pre,59,2024-11-28
1202,736,Pre,43,2024-11-01
1203,737,Pre,66,2024-12-11
1204,737,Post,78,2025-01-07
1205,738,Pre,43,2025-07-08
1206,738,Post,63,2025-08-06
1207,739,Pre,64,2025-01-07
1208,740,Pre,56,2026-05-11
1209,740,Post,65,2026-05-22
1210,741,Pre,64,2025-09-21
1211,742,Pre,25,2025-12-10
1212,742,Post,40,2025-12-28
1213,743,Pre,51,2026-05-21
1214,743,Post,75,2026-05-28
1215,744,Pre,68,2024-11-10
1216,744,Post,95,2024-11-23
1217,745,Pre,55,2024-08-25
1218,745,Post,71,2024-09-06
1219,746,Pre,58,2026-04-25
1220,747,Pre,52,2024-11-29
1221,748,Pre,53,2024-11-27
1222,748,Post,75,2024-12-06
1223,749,Pre,65,2025-10-10
1224,749,Post,82,2025-11-10
1225,750,Pre,67,2024-10-17
1226,750,Post,74,2024-11-08
1227,751,Pre,47,2025-01-30
1228,751,Post,54,2025-02-26
1229,752,Pre,45,2026-05-20
1230,752,Post,67,2026-06-02
1231,753,Pre,47,2025-10-14
1232,754,Pre,51,2025-10-20
1233,754,Post,55,2025-11-14
1234,755,Pre,54,2026-05-16
1235,755,Post,66,2026-06-18
1236,756,Pre,55,2025-01-12
1237,756,Post,76,2025-01-26
1238,757,Pre,54,2026-04-13
1239,757,Post,61,2026-05-08
1240,758,Pre,51,2026-01-24
1241,758,Post,68,2026-02-02
1242,760,Pre,48,2024-11-08
1243,760,Post,61,2024-11-15
1244,761,Pre,85,2026-06-25
1245,761,Post,88,2026-07-08
1246,762,Pre,54,2024-06-12
1247,762,Post,66,2024-07-05
1248,763,Pre,51,2025-06-29
1249,763,Post,47,2025-07-21
1250,764,Pre,88,2024-03-30
1251,764,Post,95,2024-04-09
1252,765,Pre,52,2024-12-24
1253,765,Post,70,2025-01-15
1254,766,Pre,63,2025-01-06
1255,766,Post,81,2025-01-21
1256,767,Pre,58,2024-06-07
1257,768,Pre,59,2024-05-25
1258,768,Post,84,2024-06-16
1259,769,Pre,59,2025-11-16
1260,770,Pre,65,2025-07-21
1261,770,Post,61,2025-07-26
1262,771,Pre,50,2026-06-08
1263,771,Post,60,2026-06-30
1264,772,Pre,59,2025-04-25
1265,772,Post,73,2025-05-19
1266,773,Pre,43,2025-03-29
1267,774,Pre,69,2025-08-01
1268,774,Post,89,2025-08-14
1269,775,Pre,36,2024-01-30
1270,775,Post,51,2024-02-09
1271,776,Pre,36,2025-08-03
1272,777,Pre,82,2026-06-21
1273,777,Post,88,2026-06-30
1274,778,Pre,70,2024-11-30
1275,778,Post,77,2024-12-22
1276,779,Pre,57,2024-08-29
1277,779,Post,70,2024-09-07
1278,780,Pre,51,2024-11-28
1279,780,Post,64,2024-12-22
1280,781,Pre,60,2025-08-14
1281,783,Pre,72,2025-05-15
1282,784,Pre,74,2026-06-22
1283,784,Post,85,2026-07-03
1284,786,Pre,50,2026-06-05
1285,786,Post,64,2026-07-05
1286,787,Pre,66,2025-09-17
1287,787,Post,88,2025-09-28
1288,788,Pre,67,2025-09-10
1289,789,Pre,66,2024-01-03
1290,789,Post,73,2024-01-12
1291,790,Pre,55,2024-02-26
1292,790,Post,71,2024-03-26
1293,791,Pre,60,2026-02-16
1294,791,Post,59,2026-03-07
1295,792,Pre,61,2025-05-17
1296,792,Post,72,2025-06-06
1297,794,Pre,66,2024-06-01
1298,794,Post,84,2024-06-29
1299,796,Pre,73,2026-01-13
1300,797,Pre,64,2024-02-08
1301,798,Pre,66,2025-05-15
1302,798,Post,72,2025-06-12
1303,799,Pre,62,2025-05-30
1304,799,Post,60,2025-06-22
1305,800,Pre,73,2024-08-03
1306,800,Post,81,2024-09-02
1307,801,Pre,52,2025-11-14
1308,801,Post,72,2025-11-21
1309,803,Pre,48,2026-02-07
1310,804,Pre,71,2024-07-25
1311,804,Post,84,2024-08-11
1312,805,Pre,57,2025-10-22
1313,805,Post,68,2025-11-11
1314,806,Pre,44,2024-11-24
1315,806,Post,50,2024-12-02
1316,809,Pre,62,2024-06-01
1317,809,Post,76,2024-06-12
1318,810,Pre,46,2025-08-23
1319,811,Pre,45,2024-11-06
1320,811,Post,59,2024-11-20
1321,812,Pre,54,2025-06-07
1322,812,Post,54,2025-06-28
1323,813,Pre,38,2024-01-06
1324,813,Post,56,2024-01-29
1325,814,Pre,65,2025-08-30
1326,814,Post,81,2025-09-26
1327,815,Pre,62,2025-02-11
1328,815,Post,76,2025-02-25
1329,816,Pre,66,2024-07-31
1330,816,Post,83,2024-08-27
1331,817,Pre,51,2025-04-16
1332,817,Post,60,2025-05-16
1333,818,Pre,67,2024-04-27
1334,818,Post,82,2024-05-26
1335,819,Pre,56,2024-04-25
1336,819,Post,64,2024-05-08
1337,820,Pre,54,2024-02-12
1338,820,Post,55,2024-03-08
1339,821,Pre,56,2026-01-10
1340,821,Post,56,2026-02-07
1341,823,Pre,45,2026-02-03
1342,824,Pre,62,2024-07-16
1343,824,Post,84,2024-08-01
1344,825,Pre,57,2025-11-07
1345,825,Post,58,2025-12-02
1346,826,Pre,66,2024-11-04
1347,827,Pre,48,2026-03-14
1348,827,Post,59,2026-03-23
1349,828,Pre,41,2026-03-19
1350,828,Post,52,2026-04-06
1351,829,Pre,73,2026-08-02
1352,829,Post,85,2026-08-07
1353,830,Pre,45,2024-05-17
1354,830,Post,57,2024-06-01
1355,831,Pre,70,2026-05-10
1356,833,Pre,62,2026-05-09
1357,834,Pre,44,2025-11-01
1358,834,Post,52,2025-11-13
1359,835,Pre,43,2025-09-02
1360,835,Post,64,2025-10-02
1361,836,Pre,74,2026-04-23
1362,836,Post,89,2026-04-30
1363,837,Pre,67,2024-05-01
1364,837,Post,68,2024-05-09
1365,838,Pre,60,2025-07-16
1366,838,Post,70,2025-07-29
1367,839,Pre,55,2026-08-04
1368,839,Post,71,2026-08-09
1369,842,Pre,60,2025-09-20
1370,842,Post,79,2025-10-07
1371,843,Pre,70,2024-03-02
1372,843,Post,81,2024-03-25
1373,845,Pre,58,2025-08-27
1374,845,Post,75,2025-09-07
1375,846,Pre,43,2024-10-15
1376,846,Post,52,2024-10-28
1377,847,Pre,66,2026-06-03
1378,847,Post,73,2026-06-29
1379,848,Pre,50,2024-08-15
1380,848,Post,59,2024-08-29
1381,849,Pre,56,2024-05-07
1382,849,Post,62,2024-05-24
1383,850,Pre,81,2025-05-23
1384,850,Post,90,2025-06-18
1385,851,Pre,75,2025-03-09
1386,852,Pre,58,2025-01-14
1387,852,Post,66,2025-02-09
1388,853,Pre,42,2025-01-15
1389,853,Post,52,2025-01-23
1390,854,Pre,51,2025-05-06
1391,855,Pre,48,2024-09-14
1392,855,Post,55,2024-09-19
1393,856,Pre,47,2024-03-01
1394,857,Pre,43,2024-05-05
1395,857,Post,56,2024-05-13
1396,858,Pre,35,2026-03-22
1397,858,Post,36,2026-03-31
1398,859,Pre,56,2024-10-09
1399,860,Pre,72,2025-03-09
1400,860,Post,68,2025-03-30
1401,861,Pre,57,2026-04-11
1402,862,Pre,72,2024-05-31
1403,862,Post,81,2024-06-28
1404,863,Pre,52,2025-12-22
1405,863,Post,65,2025-12-26
1406,864,Pre,73,2025-02-22
1407,864,Post,89,2025-03-05
1408,865,Pre,69,2024-08-22
1409,865,Post,74,2024-08-28
1410,867,Pre,61,2024-11-03
1411,867,Post,76,2024-11-20
1412,868,Pre,73,2024-07-20
1413,868,Post,84,2024-08-17
1414,870,Pre,65,2025-03-12
1415,870,Post,69,2025-04-06
1416,871,Pre,58,2024-07-28
1417,871,Post,72,2024-08-01
1418,872,Pre,54,2025-11-18
1419,873,Pre,58,2025-02-16
1420,873,Post,70,2025-03-21
1421,874,Pre,72,2026-08-02
1422,874,Post,80,2026-08-17
1423,875,Pre,83,2026-04-22
1424,875,Post,89,2026-05-08
1425,876,Pre,54,2024-09-03
1426,877,Pre,54,2024-01-20
1427,877,Post,69,2024-02-03
1428,878,Pre,50,2024-04-12
1429,878,Post,59,2024-04-26
1430,879,Pre,59,2026-02-12
1431,879,Post,72,2026-02-19
1432,880,Pre,64,2025-05-12
1433,880,Post,78,2025-05-20
1434,881,Pre,25,2024-01-21
1435,882,Pre,62,2025-07-10
1436,883,Pre,63,2026-01-02
1437,883,Post,80,2026-02-01
1438,884,Pre,64,2025-12-14
1439,884,Post,84,2025-12-19
1440,885,Pre,38,2025-12-25
1441,885,Post,42,2026-01-25
1442,886,Pre,61,2025-09-17
1443,886,Post,84,2025-09-26
1444,887,Pre,45,2025-10-24
1445,888,Pre,65,2026-07-23
1446,888,Post,79,2026-08-15
1447,889,Pre,65,2025-10-16
1448,889,Post,75,2025-10-21
1449,890,Pre,54,2025-03-25
1450,890,Post,61,2025-04-12
1451,891,Pre,69,2026-02-06
1452,891,Post,77,2026-02-24
1453,892,Pre,54,2024-04-11
1454,892,Post,65,2024-04-30
1455,893,Pre,62,2025-05-11
1456,893,Post,67,2025-05-21
1457,894,Pre,60,2024-06-27
1458,895,Pre,50,2026-01-24
1459,895,Post,53,2026-02-21
1460,896,Pre,55,2024-10-23
1461,896,Post,63,2024-10-30
1462,897,Pre,63,2024-01-16
1463,897,Post,75,2024-01-29
1464,899,Pre,57,2024-08-07
1465,899,Post,71,2024-08-29
1466,900,Pre,70,2025-07-07
1467,901,Pre,68,2024-02-26
1468,902,Pre,62,2024-01-29
1469,902,Post,79,2024-02-25
1470,904,Pre,66,2026-03-29
1471,904,Post,65,2026-04-12
1472,905,Pre,54,2025-09-21
1473,905,Post,70,2025-10-16
1474,906,Pre,54,2026-03-09
1475,906,Post,63,2026-03-15
1476,908,Pre,43,2025-05-30
1477,908,Post,51,2025-06-13
1478,909,Pre,61,2024-02-01
1479,911,Pre,65,2025-07-01
1480,911,Post,72,2025-07-31
1481,912,Pre,76,2026-06-20
1482,913,Pre,55,2026-08-07
1483,913,Post,58,2026-08-25
1484,915,Pre,39,2026-04-11
1485,915,Post,47,2026-05-10
1486,916,Pre,52,2024-11-23
1487,916,Post,56,2024-11-29
1488,917,Pre,58,2026-05-12
1489,917,Post,64,2026-06-04
1490,918,Pre,57,2025-02-16
1491,918,Post,71,2025-03-14
1492,919,Pre,65,2024-06-10
1493,919,Post,80,2024-07-03
1494,921,Pre,45,2025-07-27
1495,922,Pre,54,2026-02-09
1496,922,Post,55,2026-03-07
1497,923,Pre,68,2025-11-11
1498,923,Post,79,2025-11-25
1499,924,Pre,56,2024-08-22
1500,924,Post,63,2024-09-03
1501,925,Pre,66,2026-03-20
1502,925,Post,86,2026-03-29
1503,926,Pre,39,2025-05-21
1504,927,Pre,56,2025-05-14
1505,927,Post,61,2025-06-14
1506,928,Pre,62,2024-08-17
1507,928,Post,72,2024-09-01
1508,929,Pre,52,2026-08-11
1509,929,Post,72,2026-09-15
1510,930,Pre,63,2025-11-17
1511,930,Post,78,2025-11-28
1512,931,Pre,53,2026-06-25
1513,931,Post,74,2026-07-13
1514,932,Pre,67,2026-05-05
1515,932,Post,84,2026-05-22
1516,934,Pre,64,2025-04-08
1517,934,Post,75,2025-04-18
1518,935,Pre,67,2024-06-05
1519,935,Post,78,2024-06-13
1520,936,Pre,71,2026-08-13
1521,936,Post,87,2026-09-12
1522,937,Pre,61,2025-02-20
1523,937,Post,65,2025-03-16
1524,939,Pre,62,2025-07-01
1525,939,Post,78,2025-07-30
1526,940,Pre,52,2024-02-12
1527,941,Pre,62,2025-02-08
1528,941,Post,68,2025-03-07
1529,942,Pre,67,2025-08-12
1530,942,Post,63,2025-08-17
1531,943,Pre,57,2024-04-01
1532,943,Post,64,2024-04-12
1533,944,Pre,60,2026-07-06
1534,945,Pre,67,2025-11-08
1535,947,Pre,66,2025-02-21
1536,947,Post,83,2025-03-07
1537,948,Pre,47,2026-07-04
1538,948,Post,56,2026-07-14
1539,949,Pre,55,2024-09-17
1540,949,Post,79,2024-10-11
1541,952,Pre,68,2025-05-22
1542,952,Post,74,2025-06-01
1543,953,Pre,62,2024-11-21
1544,953,Post,75,2024-12-07
1545,954,Pre,70,2024-01-29
1546,955,Pre,51,2024-03-05
1547,955,Post,59,2024-04-02
1548,956,Pre,50,2026-08-11
1549,957,Pre,56,2025-12-17
1550,957,Post,63,2026-01-07
1551,958,Pre,62,2025-10-07
1552,958,Post,72,2025-10-31
1553,959,Pre,59,2024-01-03
1554,960,Pre,47,2024-05-28
1555,960,Post,64,2024-06-04
1556,961,Pre,54,2025-06-13
1557,962,Pre,63,2026-05-09
1558,962,Post,71,2026-05-20
1559,964,Pre,47,2025-11-10
1560,964,Post,57,2025-12-09
1561,965,Pre,76,2025-08-18
1562,965,Post,84,2025-09-12
1563,966,Pre,69,2026-08-10
1564,966,Post,69,2026-09-02
1565,967,Pre,69,2026-06-06
1566,967,Post,83,2026-06-22
1567,968,Pre,70,2024-11-17
1568,969,Pre,44,2025-09-20
1569,969,Post,56,2025-10-19
1570,970,Pre,77,2026-05-15
1571,970,Post,100,2026-06-11
1572,971,Pre,69,2026-08-09
1573,971,Post,74,2026-09-06
1574,972,Pre,78,2024-03-13
1575,972,Post,82,2024-04-02
1576,973,Pre,52,2024-08-20
1577,974,Pre,58,2025-07-22
1578,975,Pre,51,2024-09-11
1579,975,Post,58,2024-10-07
1580,976,Pre,60,2025-06-11
1581,976,Post,83,2025-07-01
1582,977,Pre,60,2025-01-23
1583,977,Post,65,2025-01-29
1584,978,Pre,45,2025-10-28
1585,978,Post,61,2025-11-26
1586,979,Pre,69,2025-08-17
1587,979,Post,89,2025-08-24
1588,980,Pre,80,2025-01-19
1589,980,Post,81,2025-01-29
1590,981,Pre,57,2026-06-01
1591,981,Post,60,2026-06-16
1592,982,Pre,53,2024-02-21
1593,982,Post,71,2024-03-09
1594,983,Pre,42,2026-04-19
1595,984,Pre,54,2026-06-04
1596,984,Post,66,2026-07-03
1597,985,Pre,49,2026-07-02
1598,985,Post,57,2026-07-23
1599,986,Pre,60,2026-02-25
1600,986,Post,67,2026-03-06
1601,987,Pre,59,2026-04-04
1602,987,Post,76,2026-04-25
1603,988,Pre,69,2026-03-12
1604,988,Post,78,2026-04-13
1605,989,Pre,67,2026-03-13
1606,989,Post,70,2026-04-04
1607,990,Pre,52,2024-12-10
1608,990,Post,57,2024-12-19
1609,991,Pre,49,2024-12-08
1610,991,Post,51,2024-12-24
1611,992,Pre,50,2024-01-10
1612,992,Post,66,2024-02-02
1613,993,Pre,58,2024-07-10
1614,993,Post,66,2024-07-20
1615,994,Pre,73,2026-02-19
1616,995,Pre,71,2025-05-04
1617,995,Post,82,2025-05-21
1618,996,Pre,60,2026-02-21
1619,996,Post,67,2026-02-28
1620,997,Pre,45,2024-03-21
1621,997,Post,71,2024-04-18
1622,999,Pre,51,2024-09-14
1623,999,Post,64,2024-10-07
1624,1000,Pre,69,2024-03-02
1625,1000,Post,82,2024-03-24
