enrollment_id,employee_id,training_id,enrollment_date,completion_date,completion_status
605,1606,4,2025-08-27,,In Progress
606,1116,26,2025-03-20,2025-03-28,Completed
607,1605,21,2025-08-09,2025-08-25,Completed
608,1291,2,2026-04-29,2026-05-24,Completed
609,987,33,2024-04-10,2024-05-08,Completed
610,1807,4,2024-07-13,,In Progress
611,643,22,2026-08-03,,In Progress
612,516,34,2026-03-06,2026-03-28,Completed
613,306,7,2026-03-26,,In Progress
614,1741,19,2025-10-03,,Dropped
615,1751,1,2024-06-17,2024-06-30,Completed
616,3,1,2026-05-22,2026-06-16,Completed
617,801,37,2025-02-02,2025-02-05,Completed
618,240,34,2026-02-20,2026-03-03,Completed
619,154,2,2024-07-16,,In Progress
620,686,33,2026-04-23,,Dropped
621,99,38,2025-01-19,2025-02-09,Completed
622,1328,9,2024-10-27,2024-11-03,Completed
623,1757,29,2024-02-25,2024-03-26,Completed
624,363,35,2025-06-18,2025-07-12,Completed
625,1945,17,2025-02-25,2025-03-03,Completed
626,1495,13,2025-10-14,2025-10-20,Completed
627,1835,19,2025-03-29,2025-04-14,Completed
628,333,2,2025-04-04,,Dropped
629,1487,15,2026-06-02,2026-06-11,Completed
630,1222,4,2024-01-20,2024-01-28,Completed
631,1528,36,2026-01-12,2026-01-29,Completed
632,1890,14,2024-02-18,,Not Started
633,1158,27,2025-09-08,2025-10-08,Completed
634,540,1,2025-06-20,2025-07-04,Completed
635,138,39,2024-07-22,2024-07-31,Completed
636,183,38,2026-08-11,2026-09-04,Completed
637,1906,5,2024-12-19,,Dropped
638,822,3,2025-07-11,,Not Started
639,951,1,2026-05-19,,Not Started
640,1859,4,2024-04-14,2024-04-25,Completed
641,1,14,2024-08-12,,In Progress
642,488,33,2025-11-16,2025-12-07,Completed
643,1016,21,2024-12-19,2024-12-28,Completed
644,447,17,2026-07-01,2026-07-15,Completed
645,629,8,2024-02-20,,In Progress
646,346,36,2024-11-26,2024-12-10,Completed
647,603,19,2026-04-17,2026-04-29,Completed
648,584,40,2024-08-30,2024-09-23,Completed
649,513,34,2025-02-11,2025-02-19,Completed
650,1900,4,2025-04-19,,In Progress
651,1024,26,2024-06-23,,Dropped
652,154,1,2024-06-14,2024-07-05,Completed
653,1832,33,2025-07-03,,In Progress
654,210,24,2024-09-24,2024-10-12,Completed
655,352,22,2024-12-14,,In Progress
656,1007,32,2025-12-04,2025-12-17,Completed
657,1553,16,2026-04-26,2026-05-17,Completed
658,498,36,2026-05-18,2026-06-06,Completed
659,1396,40,2025-02-22,2025-03-04,Completed
660,1173,30,2026-01-26,2026-02-27,Completed
661,1440,22,2026-01-06,2026-01-22,Completed
662,1395,38,2024-05-01,2024-05-25,Completed
663,126,15,2025-05-23,2025-06-09,Completed
664,1062,31,2024-05-30,,Dropped
665,32,13,2024-01-03,2024-01-13,Completed
666,173,25,2024-06-24,2024-07-19,Completed
667,716,11,2024-06-12,2024-06-29,Completed
668,1391,36,2025-01-09,2025-01-21,Completed
669,1105,40,2024-04-17,2024-05-02,Completed
670,1167,4,2024-03-15,2024-04-14,Completed
671,1920,5,2025-08-07,2025-09-06,Completed
672,815,39,2026-02-12,2026-02-15,Completed
673,1142,22,2026-03-02,2026-03-13,Completed
674,881,24,2025-07-08,2025-07-30,Completed
675,1778,1,2024-06-11,2024-06-18,Completed
676,1743,11,2024-02-04,,Not Started
677,1417,29,2025-11-09,,Dropped
678,888,39,2025-09-04,2025-09-14,Completed
679,1040,39,2025-10-25,2025-11-15,Completed
680,692,34,2025-09-16,2025-10-11,Completed
681,136,25,2024-10-17,2024-11-11,Completed
682,1118,19,2026-04-09,,In Progress
683,74,27,2025-03-27,2025-04-07,Completed
684,482,37,2025-02-15,2025-03-04,Completed
685,402,20,2025-11-03,2025-11-27,Completed
686,926,9,2026-03-09,2026-04-02,Completed
687,131,28,2025-11-10,,Not Started
688,1014,23,2025-05-19,2025-05-28,Completed
689,1756,24,2026-07-26,2026-08-15,Completed
690,1472,34,2026-05-07,,In Progress
691,656,19,2024-07-19,2024-08-15,Completed
692,79,32,2025-06-28,2025-07-20,Completed
693,2,15,2024-07-09,2024-08-08,Completed
694,487,13,2025-12-13,2025-12-19,Completed
695,1359,37,2025-01-04,,In Progress
696,800,14,2025-09-26,2025-10-14,Completed
697,1166,1,2025-11-20,2025-12-04,Completed
698,1843,21,2026-03-08,,In Progress
699,1746,14,2024-09-14,2024-10-04,Completed
700,806,17,2025-02-07,2025-02-23,Completed
701,1693,33,2024-10-28,2024-11-11,Completed
702,1299,39,2025-11-30,2025-12-20,Completed
703,1735,9,2025-02-04,,In Progress
704,456,36,2024-07-18,2024-08-07,Completed
705,1914,3,2025-02-18,2025-03-02,Completed
706,1402,26,2024-12-01,2024-12-31,Completed
707,692,28,2026-08-12,2026-08-27,Completed
708,797,5,2025-08-12,2025-09-11,Completed
709,454,36,2024-08-15,2024-09-05,Completed
710,1601,27,2024-04-14,2024-05-06,Completed
711,218,21,2025-02-04,2025-02-07,Completed
712,1949,25,2025-06-15,2025-07-02,Completed
713,1945,35,2024-11-28,2024-12-14,Completed
714,1549,18,2025-11-27,2025-12-09,Completed
715,460,1,2024-11-09,2024-11-18,Completed
716,1798,26,2025-06-08,,In Progress
717,153,38,2024-04-25,,Dropped
718,1227,18,2024-02-18,2024-03-15,Completed
719,684,22,2024-10-02,,In Progress
720,177,34,2024-08-03,2024-08-10,Completed
721,667,10,2024-04-20,2024-05-06,Completed
722,415,3,2026-01-16,2026-02-14,Completed
723,1815,6,2025-03-05,2025-03-29,Completed
724,200,7,2025-03-12,2025-03-29,Completed
725,94,1,2025-09-27,2025-10-07,Completed
726,1428,36,2026-04-01,2026-04-27,Completed
727,1623,3,2026-03-05,2026-03-29,Completed
728,785,23,2024-05-04,2024-05-25,Completed
729,969,21,2025-09-11,,In Progress
730,270,30,2024-01-07,2024-01-18,Completed
731,482,34,2025-06-23,2025-07-22,Completed
732,714,15,2026-06-30,2026-07-15,Completed
733,1142,33,2026-04-08,,In Progress
734,853,2,2024-11-28,,Dropped
735,1196,19,2026-03-22,,In Progress
736,1104,17,2024-11-01,,Dropped
737,284,18,2024-12-11,2025-01-07,Completed
738,1830,26,2025-07-08,2025-08-06,Completed
739,1205,16,2025-01-07,,In Progress
740,650,32,2026-05-11,2026-05-22,Completed
741,1029,3,2025-09-21,,Dropped
742,1982,2,2025-12-10,2025-12-28,Completed
743,53,4,2026-05-21,2026-05-28,Completed
744,88,4,2024-11-10,2024-11-23,Completed
745,1201,25,2024-08-25,2024-09-06,Completed
746,269,25,2026-04-25,,Dropped
747,1694,3,2024-11-29,,Dropped
748,142,6,2024-11-27,2024-12-06,Completed
749,1069,6,2025-10-10,2025-11-10,Completed
750,374,27,2024-10-17,2024-11-08,Completed
751,1075,23,2025-01-30,2025-02-26,Completed
752,1005,4,2026-05-20,2026-06-02,Completed
753,867,17,2025-10-14,,In Progress
754,1474,39,2025-10-20,2025-11-14,Completed
755,14,3,2026-05-16,2026-06-18,Completed
756,1442,5,2025-01-12,2025-01-26,Completed
757,1077,6,2026-04-13,2026-05-08,Completed
758,1655,33,2026-01-24,2026-02-02,Completed
759,259,6,2024-05-26,,Dropped
760,1322,1,2024-11-08,2024-11-15,Completed
761,773,29,2026-06-25,2026-07-08,Completed
762,851,8,2024-06-12,2024-07-05,Completed
763,949,12,2025-06-29,2025-07-21,Completed
764,828,20,2024-03-30,2024-04-09,Completed
765,1612,5,2024-12-24,2025-01-15,Completed
766,534,30,2025-01-06,2025-01-21,Completed
767,991,4,2024-06-07,,Dropped
768,1930,1,2024-05-25,2024-06-16,Completed
769,1673,31,2025-11-16,,In Progress
770,784,37,2025-07-21,2025-07-26,Completed
771,804,2,2026-06-08,2026-06-30,Completed
772,1967,3,2025-04-25,2025-05-19,Completed
773,1408,6,2025-03-29,,In Progress
774,1492,6,2025-08-01,2025-08-14,Completed
775,1960,34,2024-01-30,2024-02-09,Completed
776,318,22,2025-08-03,,Dropped
777,439,29,2026-06-21,2026-06-30,Completed
778,1501,16,2024-11-30,2024-12-22,Completed
779,155,25,2024-08-29,2024-09-07,Completed
780,485,37,2024-11-28,2024-12-22,Completed
781,1975,8,2025-08-14,,Dropped
782,1107,6,2025-07-23,,Not Started
783,547,16,2025-05-15,,In Progress
784,949,29,2026-06-22,2026-07-03,Completed
785,1656,15,2024-09-10,,Not Started
786,1170,11,2026-06-05,2026-07-05,Completed
787,1952,31,2025-09-17,2025-09-28,Completed
788,370,37,2025-09-10,,In Progress
789,1763,22,2024-01-03,2024-01-12,Completed
790,902,2,2024-02-26,2024-03-26,Completed
791,1846,22,2026-02-16,2026-03-07,Completed
792,1473,3,2025-05-17,2025-06-06,Completed
793,284,22,2025-07-25,,Not Started
794,1063,7,2024-06-01,2024-06-29,Completed
795,1542,39,2024-05-17,,In Progress
796,814,29,2026-01-13,,Dropped
797,1123,5,2024-02-08,,Dropped
798,544,30,2025-05-15,2025-06-12,Completed
799,1813,17,2025-05-30,2025-06-22,Completed
800,898,12,2024-08-03,2024-09-02,Completed
801,1444,36,2025-11-14,2025-11-21,Completed
802,485,25,2025-02-07,,Not Started
803,1636,34,2026-02-07,,In Progress
804,1667,31,2024-07-25,2024-08-11,Completed
805,484,38,2025-10-22,2025-11-11,Completed
806,1752,32,2024-11-24,2024-12-02,Completed
807,711,34,2024-06-15,,Not Started
808,1786,29,2026-07-09,,Not Started
809,192,1,2024-06-01,2024-06-12,Completed
810,1596,38,2025-08-23,,In Progress
811,1360,1,2024-11-06,2024-11-20,Completed
812,1339,36,2025-06-07,2025-06-28,Completed
813,1687,6,2024-01-06,2024-01-29,Completed
814,170,6,2025-08-30,2025-09-26,Completed
815,1982,3,2025-02-11,2025-02-25,Completed
816,1499,4,2024-07-31,2024-08-27,Completed
817,1893,27,2025-04-16,2025-05-16,Completed
818,1353,4,2024-04-27,2024-05-26,Completed
819,1380,3,2024-04-25,2024-05-08,Completed
820,266,37,2024-02-12,2024-03-08,Completed
821,66,17,2026-01-10,2026-02-07,Completed
822,1896,20,2025-03-24,,Not Started
823,406,38,2026-02-03,,In Progress
824,76,10,2024-07-16,2024-08-01,Completed
825,427,20,2025-11-07,2025-12-02,Completed
826,1796,26,2024-11-04,,In Progress
827,213,4,2026-03-14,2026-03-23,Completed
828,185,10,2026-03-19,2026-04-06,Completed
829,1281,20,2026-08-02,2026-08-07,Completed
830,1181,26,2024-05-17,2024-06-01,Completed
831,770,3,2026-05-10,,In Progress
832,397,27,2025-01-10,,Not Started
833,717,28,2026-05-09,,In Progress
834,1660,29,2025-11-01,2025-11-13,Completed
835,1466,26,2025-09-02,2025-10-02,Completed
836,1423,22,2026-04-23,2026-04-30,Completed
837,469,39,2024-05-01,2024-05-09,Completed
838,869,38,2025-07-16,2025-07-29,Completed
839,794,11,2026-08-04,2026-08-09,Completed
840,532,38,2026-06-28,,In Progress
841,320,1,2025-05-08,,Not Started
842,866,3,2025-09-20,2025-10-07,Completed
843,1142,19,2024-03-02,2024-03-25,Completed
844,126,17,2026-01-08,,Not Started
845,884,16,2025-08-27,2025-09-07,Completed
846,267,3,2024-10-15,2024-10-28,Completed
847,702,11,2026-06-03,2026-06-29,Completed
848,1294,25,2024-08-15,2024-08-29,Completed
849,67,8,2024-05-07,2024-05-24,Completed
850,1860,37,2025-05-23,2025-06-18,Completed
851,1311,17,2025-03-09,,Dropped
852,632,24,2025-01-14,2025-02-09,Completed
853,1595,40,2025-01-15,2025-01-23,Completed
854,1937,8,2025-05-06,,Dropped
855,281,34,2024-09-14,2024-09-19,Completed
856,227,2,2024-03-01,,In Progress
857,1633,31,2024-05-05,2024-05-13,Completed
858,1651,37,2026-03-22,2026-03-31,Completed
859,206,17,2024-10-09,,In Progress
860,185,18,2025-03-09,2025-03-30,Completed
861,27,19,2026-04-11,,In Progress
862,751,17,2024-05-31,2024-06-28,Completed
863,222,39,2025-12-22,2025-12-26,Completed
864,401,19,2025-02-22,2025-03-05,Completed
865,111,17,2024-08-22,2024-08-28,Completed
866,1666,36,2025-01-04,,Not Started
867,1954,9,2024-11-03,2024-11-20,Completed
868,359,3,2024-07-20,2024-08-17,Completed
869,892,5,2025-06-28,,Dropped
870,1386,13,2025-03-12,2025-04-06,Completed
871,520,19,2024-07-28,2024-08-01,Completed
872,684,6,2025-11-18,,In Progress
873,1592,6,2025-02-16,2025-03-21,Completed
874,1884,38,2026-08-02,2026-08-17,Completed
875,1822,15,2026-04-22,2026-05-08,Completed
876,1199,2,2024-09-03,,In Progress
877,1433,35,2024-01-20,2024-02-03,Completed
878,826,16,2024-04-12,2024-04-26,Completed
879,1284,22,2026-02-12,2026-02-19,Completed
880,104,17,2025-05-12,2025-05-20,Completed
881,1872,8,2024-01-21,,In Progress
882,538,22,2025-07-10,,In Progress
883,1131,2,2026-01-02,2026-02-01,Completed
884,1758,28,2025-12-14,2025-12-19,Completed
885,646,8,2025-12-25,2026-01-25,Completed
886,353,2,2025-09-17,2025-09-26,Completed
887,1655,22,2025-10-24,,In Progress
888,1683,19,2026-07-23,2026-08-15,Completed
889,1084,40,2025-10-16,2025-10-21,Completed
890,407,17,2025-03-25,2025-04-12,Completed
891,783,23,2026-02-06,2026-02-24,Completed
892,1860,14,2024-04-11,2024-04-30,Completed
893,588,39,2025-05-11,2025-05-21,Completed
894,509,7,2024-06-27,,In Progress
895,895,5,2026-01-24,2026-02-21,Completed
896,1372,22,2024-10-23,2024-10-30,Completed
897,1251,17,2024-01-16,2024-01-29,Completed
898,339,36,2026-05-18,,Not Started
899,1353,4,2024-08-07,2024-08-29,Completed
900,944,33,2025-07-07,,Dropped
901,217,3,2024-02-26,,Dropped
902,1354,26,2024-01-29,2024-02-25,Completed
903,1286,8,2026-05-20,,Not Started
904,1918,21,2026-03-29,2026-04-12,Completed
905,1402,27,2025-09-21,2025-10-16,Completed
906,1034,36,2026-03-09,2026-03-15,Completed
907,1838,3,2025-03-31,,Not Started
908,1497,34,2025-05-30,2025-06-13,Completed
909,1901,26,2024-02-01,,In Progress
910,1744,2,2025-07-13,,Not Started
911,1832,8,2025-07-01,2025-07-31,Completed
912,247,17,2026-06-20,,Dropped
913,1069,19,2026-08-07,2026-08-25,Completed
914,1992,19,2025-03-24,,Not Started
915,1105,5,2026-04-11,2026-05-10,Completed
916,96,16,2024-11-23,2024-11-29,Completed
917,1698,34,2026-05-12,2026-06-04,Completed
918,175,10,2025-02-16,2025-03-14,Completed
919,1369,2,2024-06-10,2024-07-03,Completed
920,1382,33,2024-10-03,,In Progress
921,1229,26,2025-07-27,,Dropped
922,309,17,2026-02-09,2026-03-07,Completed
923,1906,35,2025-11-11,2025-11-25,Completed
924,89,22,2024-08-22,2024-09-03,Completed
925,1853,32,2026-03-20,2026-03-29,Completed
926,727,16,2025-05-21,,Dropped
927,1316,8,2025-05-14,2025-06-14,Completed
928,1416,21,2024-08-17,2024-09-01,Completed
929,726,3,2026-08-11,2026-09-15,Completed
930,1760,32,2025-11-17,2025-11-28,Completed
931,600,25,2026-06-25,2026-07-13,Completed
932,1438,25,2026-05-05,2026-05-22,Completed
933,1120,8,2024-09-28,,Not Started
934,880,1,2025-04-08,2025-04-18,Completed
935,133,17,2024-06-05,2024-06-13,Completed
936,791,4,2026-08-13,2026-09-12,Completed
937,498,33,2025-02-20,2025-03-16,Completed
938,257,1,2025-08-10,,Not Started
939,1595,7,2025-07-01,2025-07-30,Completed
940,1028,7,2024-02-12,,Dropped
941,282,40,2025-02-08,2025-03-07,Completed
942,1080,17,2025-08-12,2025-08-17,Completed
943,1277,34,2024-04-01,2024-04-12,Completed
944,1700,3,2026-07-06,,In Progress
945,1485,8,2025-11-08,,In Progress
946,1229,25,2024-06-16,,Not Started
947,1789,6,2025-02-21,2025-03-07,Completed
948,974,28,2026-07-04,2026-07-14,Completed
949,510,2,2024-09-17,2024-10-11,Completed
950,194,15,2026-03-09,,In Progress
951,45,37,2025-01-03,,Dropped
952,571,30,2025-05-22,2025-06-01,Completed
953,1263,3,2024-11-21,2024-12-07,Completed
954,1428,10,2024-01-29,,In Progress
955,853,15,2024-03-05,2024-04-02,Completed
956,992,37,2026-08-11,,In Progress
957,1582,19,2025-12-17,2026-01-07,Completed
958,1174,30,2025-10-07,2025-10-31,Completed
959,1959,37,2024-01-03,,Dropped
960,946,34,2024-05-28,2024-06-04,Completed
961,907,9,2025-06-13,,Dropped
962,215,32,2026-05-09,2026-05-20,Completed
963,1883,15,2025-01-20,,Not Started
964,1119,16,2025-11-10,2025-12-09,Completed
965,1875,8,2025-08-18,2025-09-12,Completed
966,1126,17,2026-08-10,2026-09-02,Completed
967,640,27,2026-06-06,2026-06-22,Completed
968,1205,8,2024-11-17,,In Progress
969,101,3,2025-09-20,2025-10-19,Completed
970,1392,5,2026-05-15,2026-06-11,Completed
971,740,8,2026-08-09,2026-09-06,Completed
972,92,12,2024-03-13,2024-04-02,Completed
973,1399,29,2024-08-20,,In Progress
974,1102,30,2025-07-22,,In Progress
975,425,16,2024-09-11,2024-10-07,Completed
976,1327,3,2025-06-11,2025-07-01,Completed
977,763,23,2025-01-23,2025-01-29,Completed
978,51,22,2025-10-28,2025-11-26,Completed
979,279,10,2025-08-17,2025-08-24,Completed
980,601,38,2025-01-19,2025-01-29,Completed
981,1609,37,2026-06-01,2026-06-16,Completed
982,884,19,2024-02-21,2024-03-09,Completed
983,537,4,2026-04-19,,In Progress
984,637,11,2026-06-04,2026-07-03,Completed
985,908,12,2026-07-02,2026-07-23,Completed
986,1603,39,2026-02-25,2026-03-06,Completed
987,394,31,2026-04-04,2026-04-25,Completed
988,268,7,2026-03-12,2026-04-13,Completed
989,829,36,2026-03-13,2026-04-04,Completed
990,378,31,2024-12-10,2024-12-19,Completed
991,223,15,2024-12-08,2024-12-24,Completed
992,469,38,2024-01-10,2024-02-02,Completed
993,872,4,2024-07-10,2024-07-20,Completed
994,603,5,2026-02-19,,In Progress
995,877,39,2025-05-04,2025-05-21,Completed
996,637,15,2026-02-21,2026-02-28,Completed
997,800,1,2024-03-21,2024-04-18,Completed
998,205,3,2026-07-21,,Not Started
999,1031,33,2024-09-14,2024-10-07,Completed
1000,1310,15,2024-03-02,2024-03-24,Completed
1001,31,3,2025-08-25,2025-09-16,Completed
1002,986,28,2025-07-26,2025-08-02,Completed
1003,355,22,2026-06-22,,Not Started
1004,910,38,2026-07-07,2026-08-03,Completed
1005,560,17,2026-01-05,2026-01-18,Completed
1006,1747,4,2026-04-11,2026-04-21,Completed
1007,1496,3,2024-06-17,2024-07-13,Completed
1008,515,7,2026-02-16,,Dropped
1009,701,7,2024-12-20,2025-01-19,Completed
1010,791,36,2025-06-29,2025-07-18,Completed
1011,718,39,2025-10-12,2025-10-22,Completed
1012,1942,19,2024-11-13,2024-12-08,Completed
1013,1142,27,2024-08-26,2024-09-09,Completed
1014,742,32,2024-10-01,2024-10-28,Completed
1015,1935,16,2024-11-08,2024-11-21,Completed
1016,1336,18,2026-01-27,2026-02-06,Completed
1017,1732,36,2024-04-24,2024-05-02,Completed
1018,316,38,2025-04-03,2025-04-22,Completed
1019,1260,31,2026-01-18,,Not Started
1020,1398,38,2026-01-21,,In Progress
1021,174,17,2026-07-11,,In Progress
1022,1565,6,2025-11-11,2025-12-09,Completed
1023,1390,29,2025-05-16,2025-05-28,Completed
1024,1777,34,2025-07-05,2025-07-15,Completed
1025,1679,2,2025-05-01,2025-05-09,Completed
1026,1342,21,2026-03-31,,Dropped
1027,1243,31,2024-09-09,,In Progress
1028,523,11,2025-10-12,2025-10-29,Completed
1029,1247,40,2024-08-23,2024-09-12,Completed
1030,1031,34,2024-09-30,2024-10-12,Completed
1031,678,35,2026-06-21,2026-06-28,Completed
1032,1757,38,2025-12-17,,In Progress
1033,1517,3,2024-03-11,2024-04-02,Completed
1034,903,18,2024-10-20,2024-10-26,Completed
1035,1726,16,2024-06-25,2024-07-07,Completed
1036,1878,26,2025-01-03,2025-01-22,Completed
1037,110,33,2024-08-03,,In Progress
1038,1801,13,2024-03-08,2024-04-02,Completed
1039,446,17,2026-03-14,2026-03-19,Completed
1040,1315,27,2026-02-12,,Dropped
1041,1487,26,2024-09-03,2024-09-12,Completed
1042,302,20,2025-05-29,2025-06-11,Completed
1043,1791,20,2025-01-30,,In Progress
1044,1164,22,2025-08-23,2025-09-20,Completed
1045,318,36,2026-02-21,2026-02-24,Completed
1046,627,40,2024-11-18,2024-12-13,Completed
1047,273,34,2024-04-17,2024-05-06,Completed
1048,1395,4,2025-01-20,2025-02-20,Completed
1049,184,35,2025-09-04,2025-09-22,Completed
1050,1456,8,2024-10-01,2024-10-13,Completed
1051,1704,21,2024-08-19,2024-08-27,Completed
1052,1068,7,2025-08-04,,In Progress
1053,310,39,2025-10-23,2025-11-09,Completed
1054,62,15,2026-04-16,2026-05-09,Completed
1055,431,40,2025-06-13,,Dropped
1056,1893,2,2025-08-14,2025-08-28,Completed
1057,344,4,2024-02-15,,In Progress
1058,31,5,2024-06-28,,Dropped
1059,34,2,2025-06-18,2025-07-09,Completed
1060,778,3,2026-07-20,2026-08-19,Completed
1061,1223,26,2025-07-25,,Dropped
1062,1386,18,2025-01-30,2025-02-20,Completed
1063,172,33,2024-07-12,2024-08-13,Completed
1064,191,10,2026-07-28,,In Progress
1065,1839,21,2026-08-08,2026-08-18,Completed
1066,1314,38,2025-08-26,2025-08-29,Completed
1067,1611,18,2025-03-07,,In Progress
1068,1570,35,2025-10-18,2025-11-03,Completed
1069,634,16,2025-08-25,2025-09-19,Completed
1070,1619,3,2024-01-04,2024-02-07,Completed
1071,35,17,2026-02-08,2026-02-18,Completed
1072,8,14,2026-04-15,2026-04-29,Completed
1073,1951,29,2025-01-23,2025-01-31,Completed
1074,679,1,2025-12-06,2025-12-25,Completed
1075,1992,37,2025-02-03,2025-02-07,Completed
1076,152,1,2025-10-24,2025-11-10,Completed
1077,613,36,2025-12-26,2026-01-04,Completed
1078,578,1,2025-04-02,2025-04-11,Completed
1079,817,23,2026-08-02,,Dropped
1080,551,31,2025-04-25,2025-05-22,Completed
1081,31,13,2025-07-29,,In Progress
1082,881,16,2024-07-26,2024-08-03,Completed
